department,id,alter_id,name,credit,teacher2,capacity,capacity_graduate,time,restrict,character,grade,second_choose,exprement,retry,choose_or_not,group
环境学院,00050021,90,工业生态学,1,石磊,100,0,4-6(前八周),,文化素质核心课,,否,,否,,科技与…
环境学院,00050061,90,全球性的持久性有机污染物,1,余刚,20,0,5-6(前八周),,专题研讨课,,否,,否,,
环境学院,00050071,90,环境保护与可持续发展,1,钱易,400,0,2-6(前八周),,文化素质核心课,,否,,否,,科技与…
环境学院,00050083,90,基础地质学,3,王洪涛,125,0,3-6(全周),,文化素质课,,否,,否,,数学与…
环境学院,00050101,0,水中污染物快速检测生物传感器,1,周小红,30,0,1-3(前八周),,,2016.0,否,,否,,
环境学院,00050161,90,环境与化学,1,余刚,20,0,4-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
环境学院,00050171,90,固体废物：中国问题与全球视角,1,王洪涛,20,0,4-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
环境学院,00050181,90,环境物联网与大数据,1,吴烨,20,0,1-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
环境学院,00050191,90,土壤与环境安全,1,李广贺,20,0,1-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
环境学院,00050201,90,环境与健康,1,王书肖,20,0,4-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
环境学院,00050211,90,环境危机与生态重建,1,王慧,20,0,2-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
环境学院,00050222,90,生态文明十五讲,2,钱易,150,0,1-3(全周),,文化素质课,,否,,否,,科技与…
环境学院,00050231,90,走进新能源与环境催化,1,李俊华,20,0,1-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
机械系,00120112,90,生物材料工程与器件,2,张婷,40,0,4-6(全周),,,,否,实验信息,否,,
机械系,00120203,90,集成化CAD/CAM,3,王辉,60,0,2-6(全周),,,,否,实验信息,否,,
机械系,00120222,90,表面工程基础,2,邵天敏,20,0,3-6(1-11周),,,,否,实验信息,否,,
机械系,00120242,0,机械的奥秘,2,赵乾,120,0,1-3(全周),限:2018…,实验课;  实践课;,2018.0,否,实验信息,否,是,
精仪系,00130172,90,误差理论与数据处理,2,尉昊赟,40,0,3-6(全周),,,2016.0,否,,否,,
精仪系,00130291,90,微米纳米技术与仪器,1,叶雄英,16,0,2-6(前八周),限:2018…,新生研讨课,,否,,否,是,
精仪系,00130302,0,嵌入式系统设计与实践,2,周斌,40,0,3-1(全周),要求掌…,,2016.0,否,实验信息,否,,
精仪系,00130362,90,微米纳米尺度的世界,2,李鹏,14,0,3-6(全周),,,,否,实验信息,否,,
精仪系,00130372,90,机器学习与类脑智能,2,李国齐,40,0,4-6(全周),,外文教材，中文为主进行授课(双语课),,否,,否,,
精仪系,00130382,90,生物分子体外检测技术原理,2,荆高山,50,0,2-6(全周),,外文教材，中文为主进行授课(双语课),,否,,否,,
精仪系,00130392,91,测控技术与仪器专业认知实践,2,王波,16,0,4-6(全周),,实验课;  实践课;,2018.0,否,实验信息,否,,
精仪系,00130392,92,测控技术与仪器专业认知实践,2,罗川,16,0,4-6(全周),,实验课;  实践课;,2018.0,否,实验信息,否,,
精仪系,00130392,93,测控技术与仪器专业认知实践,2,肖起榕,16,0,4-6(全周),,实验课;  实践课;,2018.0,否,实验信息,否,,
精仪系,00130402,90,先进光电子系统与器件,2,肖起榕,30,0,3-6(全周),,,,否,实验信息,否,,
精仪系,00130411,90,纳米制造,1,孙洪波,30,0,2-6(前八周),限:2018…,新生研讨课,,否,,否,是,
精仪系,00130422,90,石墨烯纳米技术,2,李鹏,12,0,4-6(全周),,,,否,实验信息,否,,
能动系,00140041,90,能源与可持续发展,1,蔡宁生,15,0,3-6(后八周),限:2018…,新生研讨课,,否,,否,是,
汽车系,00150011,90,现代道路交通与安全,1,周青,25,0,2-6(前八周),限:2018…,外文授课比例≥50%(双语课);  新生研讨课;  文化素质课;,,否,,否,是,
汽车系,00150051,90,智能化汽车,1,李升波,20,0,5-6(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
汽车系,00150062,90,汽车构造(1),2,黄开胜,40,0,2-6(全周),,,,否,实验信息,否,,
汽车系,00150092,0,产品创造系统工程学,2,ZHAO F…,40,20,"2-4(单周),2-3(单周)",,文化素质课,2016.0,否,,否,,数学与…
汽车系,00150123,0,赛车工程(1),3,田光宇,20,0,2-6(全周),,,2016.0,否,实验信息,否,,
汽车系,00150132,90,车用能源概论,2,郝瀚,20,0,"2-4(前八周),2-3(前八周)",,,,否,,否,,
汽车系,00150151,90,汽车文化,1,马骁,30,0,4-6(前八周),,文化素质课,,否,,否,,科技与…
电机系,00220012,90,高档单片机原理及应用,2,胡军,30,0,5-4(全周),,,,否,实验信息,否,,
电机系,00220033,90,计算机网络技术基础,3,余占清,60,0,4-6(全周),,,,是,实验信息,否,,
电机系,00220132,0,可编程控制器及变频器系统,2,于庆广,32,0,1-4(全周),,,2016.0,否,实验信息,否,,
电子系,00230101,90,集成电路简史,1,杨华中,15,0,3-6(前八周),限:2018…,新生研讨课,,否,,否,是,
电子系,00230112,90,设计互联网,2,李星,15,0,2-3(全周),限:2018…,新生研讨课,,否,,否,是,
电子系,00230171,90,电子工程的物理基础—材料与器件,1,罗毅,20,0,3-6(前八周),限:2018…,新生研讨课,,否,,否,是,
计算机系,00240013,90,计算机辅助设计技术基础,3,孙延奎,55,0,4-6(全周),,,,否,实验信息,否,,
计算机系,00240042,90,人工智能导论,2,李建民,100,0,3-6(全周),优先:计…,,,否,,否,,
计算机系,00240074,91,数据结构,4,马昱春,95,0,"2-6(全周),4-6(全周)",优先:计…,,,否,,否,,
计算机系,00240074,92,数据结构,4,邓俊辉,35,0,"3-1(全周),5-1(全周)",,混合式教学,,否,,否,,
计算机系,00240083,90,面向计算机科学的离散数学B,3,崔勇,85,0,1-6(全周),优先:计…,,,否,,否,,
计算机系,00240094,90,计算机组成与系统结构,4,陈文光,85,0,2-6(全周),优先:计…,,,否,实验信息,否,,
计算机系,00240103,90,计算机网络,3,赵有健,70,0,3-6(全周),优先:计…,,2017.0,否,实验信息,否,,
计算机系,00240112,90,下一代互联网,2,吴建平,15,0,1-6(全周),优先:计…,新生研讨课,,否,,否,是,
自动化系,00250131,90,企业信息化概论,1,范玉顺,16,0,1-3(前八周),限:2018…,新生研讨课,,否,,否,是,
自动化系,00250141,90,视觉信息获取与显示,1,戴琼海,16,0,2-1(前八周),限:2018…,新生研讨课,,否,,否,是,
自动化系,00250154,91,交叉项目综合训练A,4,汪小我,20,0,3-3(全周),网上不…,实践课,,否,实验信息,否,,
自动化系,00250154,92,交叉项目综合训练A,4,陆耿,35,0,(全周),网上不…,实践课,,否,实验信息,否,,
自动化系,00250154,93,交叉项目综合训练A,4,赵明国,25,0,(全周),网上不…,实践课,,否,实验信息,否,,
自动化系,00250181,90,智能机器人初探,1,张涛,16,0,1-3(前八周),限:2018…,新生研讨课,,否,,否,是,
微纳电…,00260061,90,量子信息处理的超导实现,1,陈炜,15,0,3-6(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
微纳电…,00260071,90,智能传感在社会生活中的应用,1,伍晓明,60,0,3-6(前八周),无先修…,文化素质课,,否,,否,,数学与…
微纳电…,00260102,0,石墨烯及二维纳电子技术,2,杨轶,20,10,"3-6(前八周),1-6(前八周)",优先:微…,,2016.0,否,,否,,
微纳电…,00260112,90,现代智能传感,2,刘泽文,60,0,2-6(全周),关于科…,,,否,,否,,
航院,00310032,90,自动化中的气动技术,2,张锡文,20,0,4-6(全周),,,,否,实验信息,否,,
航院,00310182,0,细胞与分子力学,2,赵虎成,40,0,3-1(全周),,,2016.0,否,实验信息,否,,
航院,00310222,90,趣味力学试验及制作,2,高云峰,30,0,4-6(全周),,,,否,实验信息,否,,
航院,00310291,90,飞天的奥秘,1,李路明,20,0,3-6(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
航院,00310312,90,力学生物学研讨课,2,杨春,33,0,3-6(全周),限:2018…,新生研讨课,,否,实验信息,否,是,
航院,00310332,90,力学中的创意设计,2,高云峰,40,0,1-6(全周),,文化素质课;  实践课;,,否,,否,,科技与…
工物系,00320021,90,等离子体技术及应用,1,李和平,30,0,1-1(前八周),,专题研讨课,,否,实验信息,否,,
工物系,00320032,90,等离子体、激光与电子束,2,蒲以康,30,0,2-6(全周),,专题研讨课,,否,,否,,
工物系,00320072,90,高能物理导论,2,王喆,30,0,4-6(全周),,外文教材，中文为主进行授课(双语课),,否,,否,,
工物系,00320102,90,核心理学,2,俞冀阳,40,0,3-6(全周),,文化素质课,,否,,否,,数学与…
工物系,00320161,90,一双慧眼—辐射粒子的探测,1,李玉兰,20,0,2-1(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
工物系,00320211,90,核能物理与超算,1,王侃,30,0,1-1(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
工物系,00320221,90,辐射成像技术发展,1,赵自然,20,0,3-1(前八周),限:2018…,新生研讨课;  文化素质课;,,否,实验信息,否,是,
化工系,00340051,90,分子设计与化学工程,1,刘铮,21,0,3-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
化工系,00340081,90,人类与微生物,1,邢新会,20,0,1-6(前八周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
化工系,00340172,90,当代化学工程：应对全球挑战,2,张强,15,0,1-6(全周),限:2018…,新生研讨课(大类),2018.0,否,,否,是,
材料学院,00350042,90,环境材料学,2,翁端,60,0,4-6(全周),,,,否,,否,,
材料学院,00350052,90,国内外新材料的奇妙应用,2,林红,20,0,2-6(全周),,,,否,,否,,
材料学院,00350102,90,金属功能材料导论,2,GODFREY…,20,0,3-6(全周),限:2018…,全外文授课;  新生研讨课;  文化素质课;  认证外文课;,,否,,否,是,
材料学院,00350112,90,航空航天材料及其应用基础,2,许庆彦,30,0,4-6(全周),,,,否,,否,,
材料学院,00350151,91,增材制造-3D打印技术原理与实践,1,刘蓉翾,20,0,(前八周),,实验课,,是,实验信息,否,,
材料学院,00350151,92,增材制造-3D打印技术原理与实践,1,刘蓉翾,20,0,(后八周),,实验课,,是,实验信息,否,,
材料学院,00350162,90,碳材料创客,2,吕瑞涛,15,0,2-6(全周),,混合式教学,,否,,否,,
材料学院,00350171,0,纳米材料与未来科技,1,朱宏伟,30,0,2-6(前八周),限:2018…,文化素质课;  新生研讨课(大类);,2018.0,否,,否,是,
材料学院,00350181,0,神奇的氧化物,1,沈洋,25,0,1-6(前八周),限:2018…,文化素质课;  新生研讨课(大类);,2018.0,否,,否,是,
材料学院,00350191,0,信息技术中的新材料,1,李敬锋,25,0,4-6(前八周),限:2018…,文化素质课;  新生研讨课(大类);,2018.0,否,,否,是,
材料学院,00350201,0,环境材料的实践与发展,1,翁端,30,0,3-6(前八周),限:2018…,文化素质课;  新生研讨课(大类);,2018.0,否,,否,是,
材料学院,00350211,0,新能源与新材料,1,林红,25,0,3-6(前八周),限:2018…,文化素质课;  新生研讨课(大类);,2018.0,否,,否,是,
材料学院,00350221,0,无处不在的金属材料,1,杨志刚,25,0,2-6(前八周),限:2018…,文化素质课;  新生研讨课(大类);,2018.0,否,,否,是,
数学系,00420033,90,数学模型,3,谢金星,185,0,2-6(全周),,文化素质核心课;  文化素质课;,,否,,是,,数学与…
数学系,00420163,90,数理科学与人文,3,白峰杉,180,0,"3-4(全周),3-5(全周)",,文化素质核心课;  文化素质课;,,否,,是,,数学与…
数学系,00420204,1,科学与工程计算基础,4,黄忠亿,35,0,"1-3(全周),4-1(全周)",限:力7…,,2017.0,否,,是,是,
数学系,00420204,2,科学与工程计算基础,4,殷东生,50,0,"4-6(全周),1-6(全周)",,,,否,,是,,
物理系,00430093,92,天文学导论,3,张有宏,260,0,4-6(全周),物理…,文化素质核心课;  文化素质课;,,否,实验信息,否,,数学与…
化学系,00440012,90,化学与社会,2,李景虹,150,0,2-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,数学与…
化学系,00440051,90,磷与生命化学,1,李艳梅,16,0,2-3(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
化学系,00440061,90,碳原子：化学领域的魔术师,1,胡跃飞,16,0,3-6(前八周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
化学系,00440092,90,分析化学与现代社会,2,林金明,25,0,3-6(全周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
生命学院,00450012,1,生态学,2,黄大明,120,0,1-1(全周),优先:临…,文化素质核心课;  文化素质课;,2018.0,否,,否,,数学与…
生命学院,00450012,92,生态学,2,黄大明,120,0,3-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,数学与…
生命学院,00450041,90,病毒感染与免疫,1,陈应华,15,0,2-6(1-6周),限:2018…,新生研讨课;  文化素质课;,,否,,否,是,
生命学院,00450162,90,现代生物学实验,2,王洪钟,40,0,(1-12周),勿选范…,实验课,,是,实验信息,否,,
生命学院,00450182,90,生命科学简史,2,杨扬,50,0,1-6(全周),,文化素质课,,否,,否,,数学与…
生命学院,00450242,90,生物学发展的社会影响,2,杨扬,50,0,2-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,科技与…
经管学院,00510032,90,企业管理基础,2,谢伟,60,0,"2-6(后八周),4-6(后八周)",,文化素质课,,否,,否,,当代中…
经管学院,00510133,90,会计学原理,3,郝振平,100,0,3-6(全周),,文化素质课,,否,,否,,当代中…
经管学院,00510232,91,技术创新管理,2,李习保,55,0,2-6(全周),,文化素质课,,否,,否,,当代中…
经管学院,00510232,92,技术创新管理,2,李习保,55,0,3-6(全周),,文化素质课,,否,,否,,当代中…
经管学院,00510311,90,牛鞭效应－供应链管理入门,1,陈剑,15,0,2-6(前八周),限:2018…,新生研讨课,,否,,否,是,
经管学院,00510341,90,市场营销研究,1,赵平,15,0,2-6(前八周),限:2018…,新生研讨课,,否,,否,是,
经管学院,00510381,90,中国国家经济安全研讨,1,雷家骕,15,0,2-6(前八周),限:2018…,新生研讨课,,否,,否,是,
经管学院,00510392,1,创业管理,2,雷家骕,120,0,3-6(全周),限:管双…,文化素质课,,否,,否,是,当代中…
经管学院,00510392,93,创业管理,2,杨德林,60,0,"2-6(前八周),4-6(前八周)",,文化素质课,,否,,否,,当代中…
经管学院,00510392,94,创业管理,2,王毅,80,0,4-6(全周),,文化素质课,,否,,否,,当代中…
经管学院,00510463,0,中级微观经济学,3,吴星晔,300,0,6-2(全周),限:经…,,,否,,否,是,
经管学院,00510483,0,中级宏观经济学,3,欧阳敏,300,0,1-6(全周),限:经…,,,否,,否,是,
经管学院,00510493,0,产业组织理论,3,李明志,130,0,6-2(全周),限:经…,,,否,,否,是,
经管学院,00510563,0,货币银行学,3,杨思群,230,0,7-2(全周),限:经…,,,否,,否,是,
经管学院,00510573,0,劳动经济学,3,吴斌珍,200,0,2-6(全周),限:经…,,,否,,否,是,
经管学院,00510583,0,发展经济学,3,齐良书,200,0,1-6(全周),限:经…,,,否,,否,是,
经管学院,00510602,90,创业训练营,2,杨德林,40,0,"3-6(前八周),1-6(前八周)",,文化素质课,,否,,否,,当代中…
经管学院,00510624,0,计量经济学导论,4,潘文卿,80,0,"7-2(全周),7-1(全周)",限:经…,,,否,,否,是,
经管学院,00510673,1,战略管理,3,石永恒,160,0,"7-4(全周),7-3(全周)",限:管…,,,否,,否,是,
经管学院,00510673,2,战略管理,3,杨德林,160,0,7-2(全周),限:管…,,,否,,否,是,
经管学院,00510683,1,营销管理,3,胡左浩,150,0,"1-6(全周),1-5(全周)",限:管…,,,否,,否,是,
经管学院,00510683,2,营销管理,3,刘文静,150,0,"3-6(全周),3-5(全周)",限:管…,,,否,,否,是,
经管学院,00510692,1,信息管理,2,李希熙,120,0,6-3(全周),限:管…,,,否,,否,是,
经管学院,00510692,2,信息管理,2,李希熙,82,0,6-2(全周),限:管…,,,否,,否,是,
经管学院,00510703,0,公司金融,3,赵冬青,150,0,5-6(全周),限:管…,文化素质课,,否,,否,是,
经管学院,00510722,1,组织行为学,2,王小晔,150,0,"1-6(后八周),3-6(后八周)",限:管…,文化素质课,,否,,否,是,
经管学院,00510722,2,组织行为学,2,张佳音,150,0,"5-6(前八周),2-6(前八周)",限:管…,文化素质课,,否,,否,是,
经管学院,00510742,1,运作管理,2,梁湧,100,0,"6-2(前八周),7-3(前八周)",限:管理…,,,否,,否,是,
经管学院,00510742,2,运作管理,2,梁湧,100,0,"7-2(前八周),6-3(前八周)",限:管理…,,,否,,否,是,
经管学院,00510822,0,创业领导力,2,吴志明,50,0,5-6(全周),限:管理…,,,否,,否,是,
经管学院,00510913,0,投资学,3,朱英姿,110,0,"6-3(全周),6-4(全周)",限:经双1…,,,否,,否,是,
经管学院,00510922,0,金融机构,2,庞家任,80,0,"5-6(前八周),4-6(前八周)",限:经双1…,,,否,,否,是,
经管学院,00510972,0,创业决策模拟,2,于春玲,150,0,5-6(全周),限:管理…,实践课,,否,,否,是,
经管学院,00510993,0,创业企业的税务问题,3,陈关亭,80,0,4-6(全周),限:管双1…,,,否,,否,是,
经管学院,00511003,0,中级财务会计,3,罗婷,80,0,4-6(全周),限:管双1…,,,否,,否,是,
经管学院,00511023,0,财务报表分析,3,李丹,80,0,4-6(全周),限:管双1…,,,否,,否,是,
经管学院,00511043,0,高级财务会计,3,陈武朝,70,0,1-6(全周),限:管双1…,,,否,,否,是,
经管学院,00511053,0,审计学,3,陈关亭,60,0,6-2(全周),限:管双1…,,,否,,否,是,
经管学院,00511063,0,数据、模型与决策,3,孙静,80,0,5-6(全周),限:管双1…,外文教材，中文为主进行授课(双语课),,否,,否,是,
公管学院,00590043,90,中国国情与发展,3,胡鞍钢,180,0,2-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,当代中…
公管学院,00590052,90,中国的统一与台湾问题,2,殷存毅,120,0,4-6(全周),,文化素质核心课;  文化素质课;,,否,,否,,当代中…
金融学院,00600012,90,心理、行为与金融,2,余剑峰,50,0,"3-4(前八周),3-3(前八周)",,文化素质课,,否,,否,,当代中…
金融学院,00600022,90,中美贸易争端和全球化重构,2,鞠建东,250,30,2-6(1-11周),,文化素质课,,否,,否,,当代中…
外文系,00640192,91,科技英语视听说,2,王英,32,0,2-4(全周),词汇量>…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00640192,92,科技英语视听说,2,王英,32,0,2-5(全周),词汇量>…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00640192,93,科技英语视听说,2,王英,32,0,3-4(全周),词汇…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00640212,91,英语高级听力,2,邢如,32,0,3-2(全周),,文化素质课;  公共英语;,,否,,是,,语言与…
外文系,00640212,92,英语高级听力,2,邢如,32,0,3-3(全周),,文化素质课;  公共英语;,,否,,是,,语言与…
外文系,00640242,91,英汉互译实践与技巧,2,许建平,40,0,2-3(全周),,文化素质课;  公共英语;,,否,,是,,语言与…
外文系,00640242,92,英汉互译实践与技巧,2,许建平,40,0,2-4(全周),,文化素质课;  公共英语;,,否,,是,,语言与…
外文系,00640242,93,英汉互译实践与技巧,2,许建平,40,0,3-3(全周),,文化素质课;  公共英语;,,否,,是,,语言与…
外文系,00640242,94,英汉互译实践与技巧,2,许建平,40,0,3-4(全周),,文化素质课;  公共英语;,,否,,是,,语言与…
外文系,00640272,91,美国社会与文化,2,TULP RU…,40,0,3-3(全周),,文化素质课;  通识英语;,,否,,是,,历史与…
外文系,00640272,92,美国社会与文化,2,TULP RU…,40,0,3-4(全周),,文化素质课;  通识英语;,,否,,是,,历史与…
外文系,00640272,93,美国社会与文化,2,TULP RU…,40,0,3-2(全周),,文化素质课;  通识英语;,,否,,是,,历史与…
外文系,00640312,100,影视欣赏,2,DAVIS RI…,40,0,3-3(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,91,影视欣赏,2,赵英男,32,0,1-3(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,92,影视欣赏,2,赵英男,32,0,2-2(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,93,影视欣赏,2,赵英男,32,0,2-3(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,94,影视欣赏,2,刘宁,40,0,1-3(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,95,影视欣赏,2,刘宁,40,0,1-4(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,96,影视欣赏,2,刘宁,40,0,2-3(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,97,影视欣赏,2,刘宁,40,0,2-4(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,98,影视欣赏,2,刘宁,40,0,3-3(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640312,99,影视欣赏,2,DAVIS R…,40,0,3-2(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00640562,92,英国社会与文化,2,JOHANSSON…,40,0,2-2(全周),,文化素质课;  通识英语;,,否,,是,,历史与…
外文系,00640562,93,英国社会与文化,2,JOHANSSON…,40,0,2-3(全周),,文化素质课;  通识英语;,,否,,是,,历史与…
外文系,00640962,90,英语语言与文化,2,纪康丽,40,0,3-3(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00640972,91,英语演讲艺术,2,纪康丽,40,0,1-4(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00640972,92,英语演讲艺术,2,纪康丽,40,0,3-4(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641002,91,英语听说应用,2,杨朝春,40,0,2-1(全周),,公共英语,,否,,是,,
外文系,00641002,92,英语听说应用,2,杨朝春,40,0,2-2(全周),,公共英语,,否,,是,,
外文系,00641002,93,英语听说应用,2,杨朝春,40,0,3-1(全周),,公共英语,,否,,是,,
外文系,00641092,90,意大利语（第二外国语）（1）,2,BELLOMO E…,30,10,"2-1(全周),4-2(全周)",,,,否,,是,,
外文系,00641142,90,意大利语（第二外国语）（2）,2,BELLOMO E…,30,10,"3-4(全周),2-2(全周)",,,,否,,是,,
外文系,00641212,90,拉丁语入门,2,BELLOMO E…,30,10,"3-3(全周),1-3(全周)",,,,否,,是,,
外文系,00641332,90,中级英语视听说,2,赵珊,32,0,2-2(全周),,公共英语,,否,,是,,
外文系,00641452,90,英语文学中的中国形象,2,孙赛茵,40,0,1-4(全周),,文化素质核心课;  文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641482,90,德语国家的文化与社会,2,邓深,37,3,2-4(全周),,,,否,,是,,
外文系,00641502,91,西方文化基础,2,BELLOMO E…,40,0,3-2(全周),,通识英语,,否,,是,,
外文系,00641502,92,西方文化基础,2,OLBRICH JO…,40,0,3-2(全周),,通识英语,,否,,是,,
外文系,00641502,93,西方文化基础,2,OLBRICH JO…,40,0,4-1(全周),,通识英语,,否,,是,,
外文系,00641502,94,西方文化基础,2,OLBRICH JO…,40,0,4-2(全周),,通识英语,,否,,是,,
外文系,00641552,91,音乐中的文化,2,蔡蔚,40,0,2-1(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00641552,93,音乐中的文化,2,蔡蔚,40,0,3-1(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00641552,94,音乐中的文化,2,蔡蔚,40,0,3-2(全周),,文化素质课;  通识英语;,,否,,是,,艺术与…
外文系,00641593,91,英国文学中的古典神话,3,高瑾,30,0,3-2(全周),,文化素质课,,否,,是,,语言与…
外文系,00641593,92,英国文学中的古典神话,3,高瑾,30,0,3-6(全周),,文化素质课,,否,,是,,语言与…
外文系,00641642,90,西学东渐与中国现代化,2,纪康丽,40,0,1-3(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641752,90,法国文化,2,HERMAND…,40,0,4-1(全周),,文化素质课;  通识英语;,,否,,是,,历史与…
外文系,00641782,91,德国浪漫派的道家阐释,2,王丽平,25,15,"1-4(前八周),3-4(前八周)",,文化素质课,,否,,是,,语言与…
外文系,00641782,92,德国浪漫派的道家阐释,2,王丽平,25,15,"3-4(后八周),1-4(后八周)",,文化素质课,,否,,是,,语言与…
外文系,00641793,90,大学写作与国际交流,3,张为民,18,0,"2-5(全周),2-4(全周)",,通识英语,,否,,是,,
外文系,00641803,91,少数族裔眼中的美国：历史与现实,3,黄清华,30,10,1-2(全周),,文化素质课;  通识英语;,,否,,是,,当代中…
外文系,00641803,92,少数族裔眼中的美国：历史与现实,3,黄清华,30,10,"2-5(全周),2-4(全周)",,文化素质课;  通识英语;,,否,,是,,当代中…
外文系,00641822,90,文化学概论,2,李明明,50,0,2-3(全周),,文化素质课,,否,,是,,历史与…
外文系,00641852,90,叙事与认知,2,张叶鸿,40,0,2-2(全周),有较…,通识英语,,否,,是,,
外文系,00641883,91,学术思维与沟通,3,张为民,32,0,"3-4(全周),3-5(全周)",,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641883,92,学术思维与沟通,3,张为民,32,0,3-2(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641892,90,沟通的艺术,2,吴霞,25,0,3-4(全周),六级…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641903,91,演说声中的历史与文化,3,柏晓静,40,0,1-2(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641903,92,演说声中的历史与文化,3,柏晓静,40,0,3-2(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641932,91,英语高级学术阅读,2,吴炜,40,0,4-1(全周),入学…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641952,91,英国文学选读,2,杨朝春,40,0,3-2(全周),入学…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641952,92,英国文学选读,2,杨朝春,40,0,4-1(全周),入学…,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00641963,90,多元语境中的当代美国文学,3,黄清华,30,10,2-2(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00642012,90,语言与社会,2,董洁,40,0,5-3(全周),,文化素质课;  通识英语;,,否,,是,,语言与…
外文系,00642032,91,从不同艺术形式探索古典希腊罗马…,2,BELLOMO EUSI…,40,0,4-1(全周),,通识英语,,否,,是,,
外文系,00642032,92,从不同艺术形式探索古典希腊罗马…,2,DRISKILL JASO…,40,0,4-1(全周),,通识英语,,否,,是,,
外文系,00642043,90,意大利语言与文化,3,BELLOMO EUSI…,30,10,2-3(全周),,,,否,,是,,
外文系,00642052,90,美国教育专题,2,DUONG VERO…,40,0,4-2(全周),,通识英语,,否,,是,,
外文系,00642062,90,无法解释的科学,2,PATEL K…,40,0,4-2(全周),,通识英语,,否,,是,,
外文系,00642072,90,犯罪文学史,2,LASSI NI…,40,0,3-3(全周),,通识英语,,否,,是,,
外文系,00642082,90,西方艺术考: 圣经神话与传统,2,DRISKILL…,40,0,4-2(全周),,通识英语,,否,,是,,
外文系,00642092,91,电影史简介,2,DAVIS RI…,40,0,3-1(全周),,通识英语,,否,,是,,
外文系,00642092,92,电影史简介,2,DAVIS RI…,40,0,3-4(全周),,通识英语,,否,,是,,
外文系,00642112,90,法语(4),2,HERMAND…,30,10,"2-1(全周),4-2(全周)",,,,否,,是,,
外文系,00642123,91,英语报刊选读,3,张智鹏,40,0,2-2(全周),,通识英语,,否,,是,,
外文系,00642123,92,英语报刊选读,3,张智鹏,40,0,3-2(全周),,通识英语,,否,,是,,
外文系,00642123,93,英语报刊选读,3,胡阳,40,0,"2-5(全周),2-4(全周)",,通识英语,,否,,是,,
外文系,00642123,94,英语报刊选读,3,胡阳,40,0,3-2(全周),,通识英语,,否,,是,,
