department,id,alter_id,name,credit,teacher2,capacity,capacity_graduate,time,restrict,character,grade,second_choose,exprement,retry,choose_or_not,group
学生部,02070012,99,党的知识概论,2,朱晓冬,50,0,7-6(全周),网上…,,,否,,否,,
学生部,02070021,90,学生社会工作概论,1,兰旻,300,0,5-6(4-13周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070041,90,学生社会工作概论（提高班）,1,邴浩,270,0,5-6(4-13周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070071,100,大学生心理训练与潜能开发,1,阎博,40,0,2-3(后八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,92,大学生心理训练与潜能开发,1,刘丹,100,0,2-4(前八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,93,大学生心理训练与潜能开发,1,李焰,100,0,3-3(后八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,94,大学生心理训练与潜能开发,1,李焰,100,0,3-4(后八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,95,大学生心理训练与潜能开发,1,王旭,100,0,2-3(后八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,96,大学生心理训练与潜能开发,1,王旭,100,0,2-4(后八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,97,大学生心理训练与潜能开发,1,沈雨曈,40,0,3-3(前八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,98,大学生心理训练与潜能开发,1,沈雨曈,40,0,3-3(后八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070071,99,大学生心理训练与潜能开发,1,阎博,40,0,2-3(前八周),优先:…,文化素质课,,否,,否,,人生与…
学生部,02070111,91,社会工作案例研讨课,1,邴浩,32,0,2-6(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,92,社会工作案例研讨课,1,贾龙,32,0,2-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,93,社会工作案例研讨课,1,邓喆,20,12,2-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,94,社会工作案例研讨课,1,陈洪昕,20,12,3-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,95,社会工作案例研讨课,1,江宇辉,20,12,5-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,96,社会工作案例研讨课,1,任仕廷,0,32,5-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,97,社会工作案例研讨课,1,吴筱君,0,32,3-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,98,社会工作案例研讨课,1,任怀艺,0,32,5-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070111,99,社会工作案例研讨课,1,刘鑫鑫,0,32,3-4(5-12周),网上…,文化素质课,,否,,否,,人生与…
学生部,02070141,91,大学生情商与影响力,1,耿睿,4,12,1-3(前八周),网上…,,,否,,否,,
学生部,02070141,92,大学生情商与影响力,1,耿睿,4,12,1-4(前八周),网上…,,,否,,否,,
学生部,02070141,94,大学生情商与影响力,1,詹逸思,4,12,2-4(前八周),网上不…,,,否,,否,,
学生部,02070141,95,大学生情商与影响力,1,程思亮,4,12,3-4(后八周),网上不…,,,否,,否,,
学生部,02070141,96,大学生情商与影响力,1,吴昱江,0,16,3-4(后八周),网上不…,,,否,,否,,
学生部,02070181,90,心理危机预防与干预,1,李焰,40,40,3-4(前八周),网上不…,文化素质课,,否,,否,,人生与…
学生部,02070201,91,大学生职业辅导理论与方法,1,万一,20,20,1-4(前八周),网上不…,文化素质课,,否,,否,,人生与…
学生部,02070201,92,大学生职业辅导理论与方法,1,万一,20,20,3-4(前八周),网上不…,文化素质课,,否,,否,,人生与…
学生部,02070231,91,大学生职业生涯规划与发展：求职技…,1,董吉男,30,0,2-4(后八周),限:2015、…,文化素质课,,否,,否,是,人生与…
学生部,02070231,92,大学生职业生涯规划与发展：求职技…,1,董吉男,30,0,3-4(后八周),限:2015、…,文化素质课,,否,,否,是,人生与…
学生部,02070251,91,大学生职业生涯规划与发展,1,张超,30,0,2-4(前八周),限:2016、…,文化素质课,,否,,否,是,人生与…
学生部,02070251,92,大学生职业生涯规划与发展,1,何雪冰,30,0,1-4(前八周),限:2016、…,文化素质课,,否,,否,是,人生与…
学生部,02070251,93,大学生职业生涯规划与发展,1,何雪冰,30,0,3-4(前八周),限:2016、…,文化素质课,,否,,否,是,人生与…
学生部,02070271,90,大学生创新创业基础,1,鄂炎雄,20,20,2-4(后八周),网上不选…,文化素质课,,否,,否,,人生与…
学生部,02070311,90,爱，性与健康,1,沈雨曈,40,0,5-3(后八周),,文化素质课,,否,,否,,人生与…
武装部,02090011,90,孙子兵法导读,1,王和中,160,0,2-6(全周),,文化素质课,,否,,否,,人生与…
武装部,02090051,90,当代国防系列讲座,1,熊剑平,160,0,4-6(全周),限:非留学…,文化素质课,,否,,否,是,人生与…
武装部,02090061,100,射击,1,吕冀蜀,40,0,4-2(全周),限:非留学…,实践课,,否,,否,是,
武装部,02090061,101,射击,1,董智,40,0,5-1(全周),,实践课,,否,,否,,
武装部,02090061,102,射击,1,董智,40,0,5-2(全周),,实践课,,否,,否,,
武装部,02090061,91,射击,1,王和中,40,0,2-1(全周),,实践课,,否,,否,,
武装部,02090061,93,射击,1,王威暘,40,0,2-3(全周),,实践课,,否,,否,,
武装部,02090061,94,射击,1,王威暘,40,0,2-4(全周),,实践课,,否,,否,,
武装部,02090061,95,射击,1,陈忠怀,40,0,3-1(全周),,实践课,,否,,否,,
武装部,02090061,96,射击,1,陈忠怀,40,0,3-2(全周),,实践课,,否,,否,,
武装部,02090061,97,射击,1,王晓丽,40,0,3-3(全周),,实践课,,否,,否,,
武装部,02090061,98,射击,1,王晓丽,40,0,3-4(全周),,实践课,,否,,否,,
武装部,02090061,99,射击,1,吕冀蜀,40,0,4-1(全周),限:非…,实践课,,否,,否,是,
武装部,02090071,90,定向越野,1,陈忠怀,40,0,"4-4(双周),4-3(双周)",,,,否,,否,,
武装部,02090091,91,高技术战争,1,吕冀蜀,160,0,3-6(全周),限:非…,文化素质课,,否,,否,是,当代中…
武装部,02090091,92,高技术战争,1,吕冀蜀,160,0,5-6(后八周),限:非…,文化素质课;  混合式教学;,,否,,否,是,当代中…
武装部,02090102,90,兵棋推演,2,董智,48,0,"4-4(单周),4-3(单周)",限:非…,实践课,,否,,否,是,
武装部,02090132,0,军官指挥素质和领导力,2,熊剑平,40,0,"5-5(全周),5-4(全周)",限:空…,实践课,,否,,否,是,
校医院,03050011,90,卫生与保健,1,秦立霞,150,0,2-6(全周),,,,否,,否,,
医学院,04000022,90,公共健康,2,夏永静,35,0,5-3(全周),,文化素质课,,否,,否,,人生与…
医学院,04000122,90,人体胚胎学的奥妙,2,谢兰,35,0,2-4(全周),,,,否,实验信息,否,,
医学院,04000132,90,神奇的免疫,2,吴宁,30,0,3-4(全周),,,,否,实验信息,否,,
医学院,04000142,90,医学学科概览,2,谢兰,35,0,2-6(全周),,,,否,实验信息,否,,
电机系,10220032,0,电子技术基础,2,段玉生,30,0,3-4(全周),,,2017.0,是,实验信息,否,,
工物系,10320044,0,电动力学,4,唐传祥,100,0,"3-2(全周),5-4(全周)",,外文教材，中文为主进行授课(双语课),20162017.0,否,,否,,
数学系,10420243,2,随机数学方法,3,叶俊,150,0,4-2(全周),,,20162017.0,是,实验信息,是,,
数学系,10420252,1,复变函数引论,2,杨晓京,190,0,4-1(全周),,,2017.0,否,,是,,
数学系,10420252,2,复变函数引论,2,杨晓京,190,0,5-1(全周),,,2017.0,否,,是,,
数学系,10420252,3,复变函数引论,2,杨晓京,190,0,3-1(全周),,,2017.0,否,,是,,
数学系,10420262,0,数理方程引论,2,蔚辉,125,0,4-1(全周),,,20172016.0,否,,是,,
数学系,10420402,0,初等数论,2,杨晶,90,0,2-1(全周),限:数…,,2018.0,是,实验信息,是,是,
数学系,10420803,1,概率论与数理统计,3,葛余博,190,0,1-2(全周),,,2018.0,是,实验信息,是,,
数学系,10420803,2,概率论与数理统计,3,梁恒,160,0,1-2(全周),,,2018.0,是,实验信息,是,,
数学系,10420803,3,概率论与数理统计,3,王小群,200,0,5-2(全周),,,2017.0,是,实验信息,是,,
数学系,10420803,4,概率论与数理统计,3,唐宏岩,150,0,1-2(全周),,,2017.0,是,实验信息,是,,
数学系,10420803,5,概率论与数理统计,3,黄冠,200,0,5-2(全周),,,201620172018.0,是,实验信息,是,,
数学系,10420803,6,概率论与数理统计,3,唐宏岩,180,0,4-2(全周),,,2017.0,是,实验信息,是,,
数学系,10420803,7,概率论与数理统计,3,史灵生,150,0,1-2(全周),,,20172018.0,是,实验信息,是,,
数学系,10420803,8,概率论与数理统计,3,史灵生,150,0,2-2(全周),,,2017.0,是,实验信息,是,,
数学系,10420854,1,数学实验,4,梁恒,200,0,2-2(全周),,,20172016.0,否,,是,,
数学系,10420854,2,数学实验,4,杨顶辉,160,0,1-2(全周),,,2017.0,否,,是,,
数学系,10420854,3,数学实验,4,李建国,150,0,1-2(全周),,,2017.0,否,,是,,
数学系,10420884,0,多元微积分,4,晏平,100,0,"3-3(全周),5-2(全周)",限:经…,,2018.0,否,,是,是,
数学系,10420935,1,数学分析(2),5,于品,45,0,"4-1(全周),1-2(全周)",限:数…,,2018.0,是,实验信息,是,是,
数学系,10420935,3,数学分析(2),5,周坚,45,0,"4-1(全周),1-2(全周)",限:数…,,2018.0,是,实验信息,是,是,
数学系,10420973,1,大学数学(2)(社科类),3,陈酌,150,0,"3-4(全周),3-3(全周)",,,2018.0,是,实验信息,是,,
数学系,10420973,2,大学数学(2)(社科类),3,章纪民,110,0,"3-4(全周),3-3(全周)",限:留…,,2018.0,是,实验信息,是,是,
数学系,10420973,3,大学数学(2)(社科类),3,刘余,150,0,"3-4(全周),3-3(全周)",,,2018.0,是,实验信息,是,,
数学系,10420994,0,大学数学(4)(社科类),4,,100,0,"5-3(全周),2-1(全周)",,,2017.0,是,实验信息,是,,
数学系,10421065,1,微积分A(2),5,刘智新,200,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,10,微积分A(2),5,崔建莲,180,0,"3-2(全周),5-1(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,11,微积分A(2),5,晏平,170,0,"3-2(全周),5-1(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,12,微积分A(2),5,章纪民,150,0,"3-2(全周),5-1(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,13,微积分A(2),5,姚家燕,180,0,"3-2(全周),5-1(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,14,微积分A(2),5,李铁成,200,0,"3-3(全周),5-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,15,微积分A(2),5,张蓥莹,160,0,"3-3(全周),5-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,16,微积分A(2),5,崔建莲,150,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,17,微积分A(2),5,CHEUNG…,100,0,"2-6(全周),4-6(全周)",限:留…,全外文授课,,是,实验信息,是,是,
数学系,10421065,18,微积分A(2),5,,100,0,"2-6(全周),4-6(全周)",限:留…,全外文授课,,是,实验信息,是,是,
数学系,10421065,2,微积分A(2),5,王晓峰,150,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,3,微积分A(2),5,王晓峰,120,0,"3-3(全周),5-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,4,微积分A(2),5,李永雄,120,0,"3-3(全周),5-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,5,微积分A(2),5,周杰,120,0,"3-3(全周),5-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,7,微积分A(2),5,章梅荣,140,0,"3-2(全周),5-1(全周)",,,2018.0,是,实验信息,是,,
数学系,10421065,8,微积分A(2),5,苏宁,170,0,"3-2(全周),5-1(全周)",限:电…,,2018.0,是,实验信息,是,是,
数学系,10421065,9,微积分A(2),5,郭玉霞,170,0,"3-2(全周),5-1(全周)",限:电…,,2018.0,是,实验信息,是,是,
数学系,10421075,0,微积分B(1),5,刘智新,40,0,"2-1(全周),4-2(全周)",限:生…,,2018.0,是,实验信息,是,是,
数学系,10421084,1,微积分B(2),4,马连荣,160,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421084,2,微积分B(2),4,林润亮,70,0,"3-3(全周),5-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421084,3,微积分B(2),4,李铁成,40,0,"3-1(全周),1-2(全周)",限:航…,,2018.0,是,实验信息,是,是,
数学系,10421084,4,微积分B(2),4,陈大广,140,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421084,5,微积分B(2),4,扈志明,120,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421084,6,微积分B(2),4,许俊彦,100,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421084,7,微积分B(2),4,刘思齐,150,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421084,8,微积分B(2),4,鲁自群,120,0,"3-1(全周),1-2(全周)",,,2018.0,是,实验信息,是,,
数学系,10421102,1,线性代数(2),2,鲁自群,120,0,3-3(全周),,,2018.0,是,实验信息,是,,
数学系,10421102,10,线性代数(2),2,王浩然,120,0,2-3(全周),,,2018.0,是,实验信息,是,,
数学系,10421102,11,线性代数(2),2,林小雁,110,0,1-1(全周),,,2018.0,是,实验信息,是,,
数学系,10421102,12,线性代数(2),2,,190,0,1-6(全周),限:留…,全外文授课,,是,实验信息,是,是,
数学系,10421102,2,线性代数(2),2,林小雁,110,0,2-3(全周),,,2018.0,是,实验信息,是,,
数学系,10421102,3,线性代数(2),2,姚国武,130,0,2-1(全周),,,2018.0,是,实验信息,是,,
数学系,10421102,4,线性代数(2),2,姚国武,100,0,1-1(全周),,,20172018.0,是,实验信息,是,,
数学系,10421102,6,线性代数(2),2,林润亮,170,0,2-1(全周),限:电…,,2018.0,是,实验信息,是,是,
数学系,10421102,7,线性代数(2),2,林润亮,170,0,4-1(全周),限:电…,,2018.0,是,实验信息,是,是,
数学系,10421102,8,线性代数(2),2,徐帆,200,0,1-1(全周),,,2018.0,是,实验信息,是,,
数学系,10421102,9,线性代数(2),2,鲁自群,170,0,2-3(全周),,,2018.0,是,实验信息,是,,
数学系,10421174,90,微积分B(2),4,葛余博,64,0,"4-5(全周),1-5(全周)",限:双…,,,是,实验信息,是,是,
数学系,10421182,90,线性代数(2),2,杨晶,80,0,"1-4(前八周),3-4(前八周)",限:双…,,,是,实验信息,是,是,
数学系,10421215,90,微积分(2)(英),5,DONOVAN…,50,0,"2-6(全周),4-6(全周)",,全外文授课;  认证外文课;,,是,实验信息,是,,
数学系,10421232,90,线性代数((2)（英）,2,杨一龙,50,0,1-6(全周),,全外文授课;  认证外文课;,,是,实验信息,是,,
物理系,10430012,0,复变函数,2,李岩松,150,0,"3-1(后八周),1-3(后八周)",限:理…,,2018.0,否,,否,是,
物理系,10430194,90,大学物理(2),4,杜春光,40,0,5-2(全周),,混合式教学,,否,,否,,
物理系,10430205,0,物理学导论,5,张卫华,100,0,"2-2(全周),4-1(全周)",限:经…,,20172018.0,否,,否,是,
物理系,10430344,0,大学物理(1)(英),4,BISSET MI…,120,0,"1-6(全周),3-6(全周)",,全外文授课;  认证外文课;,2018.0,否,,否,,
物理系,10430484,1,大学物理B(1),4,李列明,100,0,"3-1(全周),1-2(全周)",,,2018.0,否,,否,,
物理系,10430484,10,大学物理B(1),4,王佳平,100,0,"3-2(全周),5-1(全周)",,,,否,,否,,
物理系,10430484,11,大学物理B(1),4,余京智,100,0,"3-2(全周),5-1(全周)",,,2018.0,否,,否,,
物理系,10430484,12,大学物理B(1),4,张金松,40,0,"3-2(全周),5-1(全周)",,,2018.0,否,,否,,
物理系,10430484,13,大学物理B(1),4,余京智,100,0,"5-6(全周),3-6(全周)",限:留…,,,否,,否,是,
物理系,10430484,14,大学物理B(1),4,李列明,100,0,"3-3(全周),1-3(全周)",,,,否,,否,,
物理系,10430484,15,大学物理B(1),4,张留碗,100,0,"3-2(全周),5-1(全周)",,,,否,,否,,
物理系,10430484,17,大学物理B(1),4,何珂,100,0,"3-2(全周),5-1(全周)",,,,否,,否,,
物理系,10430484,2,大学物理B(1),4,戴松涛,100,0,"3-3(全周),1-3(全周)",,,,否,,否,,
物理系,10430484,3,大学物理B(1),4,XU ZHE,100,0,"3-1(全周),1-2(全周)",,,2018.0,否,,否,,
物理系,10430484,4,大学物理B(1),4,季帅华,100,0,"3-1(全周),1-2(全周)",,,2018.0,否,,否,,
物理系,10430484,5,大学物理B(1),4,周树云,100,0,"3-2(全周),1-3(全周)",,,,否,,否,,
物理系,10430484,6,大学物理B(1),4,王山鹰,100,0,"5-3(全周),2-3(全周)",,,2018.0,否,,否,,
物理系,10430484,7,大学物理B(1),4,马万云,130,0,"1-1(全周),4-2(全周)",限:环境…,,2018.0,否,,否,是,
物理系,10430484,8,大学物理B(1),4,李桂琴,100,0,"3-2(全周),5-2(全周)",,,,否,,否,,
物理系,10430484,9,大学物理B(1),4,李岩松,40,0,"3-2(全周),5-1(全周)",限:航8…,,2018.0,否,,否,是,
物理系,10430713,1,近代物理实验A组,3,张慧云,32,0,(全周),限:工物…,实验课,2017.0,是,实验信息,否,是,
物理系,10430713,92,近代物理实验A组,3,张慧云,5,0,(全周),限:工物…,实验课,,是,实验信息,否,是,
物理系,10430723,1,近代物理实验B组,3,王合英,62,0,(全周),已选过…,实验课,20172016.0,是,实验信息,否,,
物理系,10430723,92,近代物理实验B组,3,王合英,62,0,(全周),已修普…,实验课,,是,实验信息,否,,
物理系,10430733,1,近代物理实验C组,3,陈宏,32,0,(全周),已修普…,实验课,2016.0,是,实验信息,否,,
物理系,10430733,92,近代物理实验C组,3,陈宏,5,0,(全周),已修普…,实验课,,是,实验信息,否,,
物理系,10430743,1,近代物理实验D组,3,侯清润,32,0,(全周),已修普…,实验课,2016.0,是,实验信息,否,,
物理系,10430743,92,近代物理实验D组,3,侯清润,5,0,(全周),已修普…,实验课,,是,实验信息,否,,
物理系,10430782,0,物理实验A(1),2,晋青珍,58,0,1-3(全周),,实验课,2018.0,否,实验信息,否,,
物理系,10430792,1,物理实验A(2),2,晋青珍,533,0,(全周),已修…,实验课,2017.0,否,实验信息,否,,
物理系,10430811,1,物理实验B(2),1,晋青珍,283,0,(全周),已修物…,实验课,2017.0,是,实验信息,否,,
物理系,10430811,2,物理实验B(2),1,晋青珍,589,0,(全周),已修…,实验课,2017.0,是,实验信息,否,,
物理系,10430875,0,费曼物理学（2）,5,王青,40,0,"3-2(全周),5-1(全周)",限:理…,,2018.0,否,,否,是,
物理系,10430934,1,大学物理A(1),4,张留碗,120,0,"3-1(全周),1-2(全周)",限:电…,,2018.0,否,,否,是,
物理系,10430934,2,大学物理A(1),4,王山鹰,120,0,"3-1(全周),1-2(全周)",限:电…,,2018.0,否,,否,是,
物理系,10430934,3,大学物理A(1),4,宁传刚,120,0,"3-1(全周),1-2(全周)",限:电…,,2018.0,否,,否,是,
物理系,10430953,0,基础物理实验A(1),3,朱美红,300,0,(全周),,实验课,2018.0,是,实验信息,否,,
物理系,10430972,0,基础物理实验A(3),2,朱美红,80,0,(全周),,实验课,2017.0,是,实验信息,否,,
物理系,10431014,0,物理学概论,4,李岩松,180,0,"2-2(全周),4-1(全周)",限:经…,,20172018.0,否,,否,是,
物理系,10431064,0,大学物理(1),4,安宇,130,0,5-2(全周),,混合式教学,,否,,否,,
物理系,10431074,0,物理学(1),4,陈信义,80,0,"1-1(全周),4-1(全周)",限:新…,,2018.0,否,,否,是,
物理系,10431104,90,大学物理B(1),4,李岩松,50,0,"1-6(全周),3-6(全周)",限:双…,,,否,,否,是,
物理系,10431114,0,物理学(3),4,姜开利,80,0,"5-2(全周),2-1(全周)",限:新…,,2017.0,否,,否,是,
物理系,10431134,0,大学物理J1,4,张斌,100,0,"1-1(全周),5-6(双周),4-2(全周)",限:环…,,2018.0,否,,否,是,
物理系,10431144,0,大学物理K1,4,安宇,100,0,"1-1(全周),4-2(全周)",限:环…,,2018.0,否,,否,是,
物理系,10431174,1,大学物理CE,4,朱美红,100,0,"1-1(全周),4-2(全周)",限:土…,,2018.0,否,,否,是,
物理系,10431174,2,大学物理CE,4,戴松涛,100,0,"1-1(全周),4-2(全周)",限:土…,,2018.0,否,,否,是,
物理系,10431174,3,大学物理CE,4,马万云,100,0,"5-3(全周),2-3(全周)",限:土…,,,否,,否,是,
化学系,10440012,1,大学化学B,2,王泉明,50,0,5-3(全周),,,2018.0,否,,否,,
化学系,10440103,1,大学化学A,3,李强,30,0,"1-4(全周),1-3(全周)",,,2018.0,否,,否,,
化学系,10440103,2,大学化学A,3,李强,32,0,1-2(全周),限:力…,,2018.0,否,,否,是,
化学系,10440174,0,大学化学 H,4,李强,15,0,"3-1(全周),5-2(全周)",,,2018.0,否,,否,,
生命学院,10450012,1,现代生物学导论,2,杨扬,150,0,4-1(全周),,,2018.0,否,,否,,
生命学院,10450012,2,现代生物学导论,2,傅肃能,150,0,4-1(全周),,,2018.0,否,,否,,
生命学院,10450021,1,现代生物学导论实验,1,王洪钟,25,0,(1-9周),勿选…,实验课,2018.0,是,实验信息,否,,
生命学院,10450021,92,现代生物学导论实验,1,王洪钟,95,0,(1-9周),勿选…,实验课,,是,实验信息,否,,
生命学院,10450042,0,普通生物学实验,2,谢莉萍,150,0,(2-13周),,实验课,2018.0,是,实验信息,否,,
交叉信…,10470011,0,探究科学的写作,1,吴辰晔,24,0,"7-4(2,4,6,8周),7-3(2,4,6,8周)",优先:…,全外文授课,2017.0,否,,否,,
经管学院,10510072,1,中文写作,2,高静,32,0,1-2(全周),限:经…,,2018.0,否,,否,是,
经管学院,10510072,2,中文写作,2,高静,30,0,5-3(全周),限:经…,,,否,,否,是,
经管学院,10510072,3,中文写作,2,李继先,40,0,5-1(全周),限:经…,,2018.0,否,,否,是,
经管学院,10510082,1,中文沟通,2,郝洁,35,0,5-1(全周),限:经…,,2018.0,否,,否,是,
经管学院,10510082,2,中文沟通,2,郝洁,35,0,5-3(全周),限:经…,,,否,,否,是,
经管学院,10510082,3,中文沟通,2,王蕾,35,0,1-2(全周),限:经…,,2018.0,否,,否,是,
经管学院,10510082,4,中文沟通,2,张晨,40,0,5-3(全周),限:经…,,,否,,否,是,
经管学院,10510123,1,中国文明,3,张国刚,140,0,1-2(全周),限:经…,文化素质核心课;  文化素质课;,2018.0,否,,否,是,
经管学院,10510123,2,中国文明,3,刘丰,140,0,4-6(全周),限:经…,文化素质核心课;  文化素质课;,2018.0,否,,否,是,
经管学院,10510123,3,中国文明,3,程钢,51,0,"1-4(全周),1-3(全周)",限:经…,文化素质核心课;  文化素质课;,2018.0,否,,否,是,
经管学院,10510173,2,批判性思维与道德推理,3,谷振诣,45,0,2-3(全周),限:经…,,2017.0,是,,否,是,
经管学院,10510222,0,中国与世界：中国与世界的发展大势…,2,楚树龙,100,0,5-6(1-11周),限:经…,,2016.0,否,,否,是,
经管学院,10510232,0,中外艺术史(1),2,陈岸瑛,140,0,5-3(全周),限:经…,,2017.0,否,,否,是,
经管学院,10510253,0,物理学简史,3,曹则贤,80,0,5-6(全周),限:经…,,2017.0,否,,否,是,
马克思…,10610193,1,中国近现代史纲要,3,舒文,220,0,2-3(全周),,,2018.0,否,,否,,
马克思…,10610193,10,中国近现代史纲要,3,华表,260,0,3-3(全周),限:美…,,2018.0,否,,否,是,
马克思…,10610193,11,中国近现代史纲要,3,华表,140,0,2-3(全周),,,2018.0,否,,否,,
马克思…,10610193,12,中国近现代史纲要,3,李蕉,215,0,2-3(全周),,,2018.0,否,,否,,
马克思…,10610193,13,中国近现代史纲要,3,李蕉,210,0,3-3(全周),,,2018.0,否,,否,,
马克思…,10610193,14,中国近现代史纲要,3,翁贺凯,260,0,2-3(全周),,,2018.0,否,,否,,
马克思…,10610193,15,中国近现代史纲要,3,翁贺凯,210,0,3-3(全周),,,2018.0,否,,否,,
马克思…,10610193,16,中国近现代史纲要,3,翁贺凯,180,0,1-3(全周),,,2018.0,否,,否,,
马克思…,10610193,17,中国近现代史纲要,3,翁贺凯,75,0,3-2(全周),限:新…,,2018.0,否,,否,是,
马克思…,10610193,18,中国近现代史纲要,3,夏清,230,0,2-3(全周),,,2018.0,否,,否,,
马克思…,10610193,19,中国近现代史纲要,3,夏清,210,0,3-3(全周),,,2018.0,否,,否,,
马克思…,10610193,2,中国近现代史纲要,3,舒文,210,0,3-3(全周),,,2018.0,否,,否,,
马克思…,10610193,20,中国近现代史纲要,3,夏清,180,0,1-3(全周),,,2018.0,否,,否,,
马克思…,10610193,3,中国近现代史纲要,3,舒文,175,0,1-3(全周),,,2018.0,否,,否,,
马克思…,10610193,4,中国近现代史纲要,3,舒文,215,0,3-2(全周),,,2018.0,否,,否,,
马克思…,10610193,6,中国近现代史纲要,3,王宪明,220,0,3-2(全周),,,2018.0,否,,否,,
马克思…,10610193,7,中国近现代史纲要,3,欧阳军喜,215,0,2-3(全周),,,2018.0,否,,否,,
马克思…,10610193,8,中国近现代史纲要,3,欧阳军喜,180,0,1-3(全周),,,2018.0,否,,否,,
马克思…,10610193,9,中国近现代史纲要,3,蔡乐苏,210,0,3-3(全周),,,2018.0,否,,否,,
马克思…,10610224,1,毛泽东思想和中国特色社会主义理论…,4,何建宇,30,0,"1-5(全周),1-4(全周)",,,2017.0,否,,否,,
马克思…,10610224,10,毛泽东思想和中国特色社会主义理论…,4,陈明凡,225,0,"3-5(后八周),3-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,11,毛泽东思想和中国特色社会主义理论…,4,冯务中,225,0,"3-5(后八周),3-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,12,毛泽东思想和中国特色社会主义理论…,4,何建宇,225,0,"3-5(后八周),3-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,13,毛泽东思想和中国特色社会主义理论…,4,冯务中,225,0,4-2(后八周),前8周…,,2017.0,否,,否,,
马克思…,10610224,14,毛泽东思想和中国特色社会主义理论…,4,何建宇,225,0,4-2(后八周),前8周…,,2017.0,否,,否,,
马克思…,10610224,15,毛泽东思想和中国特色社会主义理论…,4,肖贵清,250,0,5-2(后八周),前8周…,,20172016.0,否,,否,,
马克思…,10610224,16,毛泽东思想和中国特色社会主义理论…,4,郭建宁,250,0,5-2(后八周),前8周…,,20172016.0,否,,否,,
马克思…,10610224,17,毛泽东思想和中国特色社会主义理论…,4,冯务中,250,0,5-2(后八周),前8周…,,20172016.0,否,,否,,
马克思…,10610224,18,毛泽东思想和中国特色社会主义理论…,4,何建宇,250,0,5-2(后八周),前8周…,,20172016.0,否,,否,,
马克思…,10610224,19,毛泽东思想和中国特色社会主义理论…,4,张维,250,0,5-2(后八周),前8周…,,20172016.0,否,,否,,
马克思…,10610224,2,毛泽东思想和中国特色社会主义理论…,4,冯务中,235,0,"1-5(后八周),1-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,3,毛泽东思想和中国特色社会主义理论…,4,解安,230,0,"2-5(后八周),2-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,4,毛泽东思想和中国特色社会主义理论…,4,陈明凡,230,0,"2-5(后八周),2-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,5,毛泽东思想和中国特色社会主义理论…,4,冯务中,230,0,"2-5(后八周),2-4(后八周)",前8周…,,2017.0,否,,否,,
马克思…,10610224,7,毛泽东思想和中国特色社会主义理论…,4,张维,230,0,"2-5(后八周),2-4(后八周)",前8周…,,2017.0,否,,否,,
